latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
8.16781,24.64706,319.73,1,1,2026-01-02,1322,A,33,6.1NRT,307.34,6.19,D
7.56291,20.63236,323.67,1.62,1.25,2026-01-02,1322,A,67,6.1NRT,304.22,24.48,D
8.47833,26.72403,321.87,1.09,1.04,2026-01-02,1322,A,61,6.1NRT,308.92,6.96,D
8.13476,24.34796,357.09,1.01,1.01,2026-01-02,1322,A,98,6.1NRT,307.73,69.49,D
8.13343,24.33906,339.03,1.01,1.01,2026-01-02,1322,A,88,6.1NRT,307.32,31.72,D
8.58429,27.41736,322.15,1.18,1.08,2026-01-02,1322,A,59,6.1NRT,308.88,7.56,D
8.58286,27.40703,320.9,1.17,1.08,2026-01-02,1322,A,50,6.1NRT,307.53,6.25,D
8.18297,24.61208,323.43,1.01,1,2026-01-02,1322,A,60,6.1NRT,305.5,11.24,D
8.08448,23.95204,316.91,1.04,1.02,2026-01-02,1322,A,22,6.1NRT,304.6,5.39,D
8.0831,23.9429,322.44,1.04,1.02,2026-01-02,1322,A,72,6.1NRT,305.52,10.92,D
7.56677,20.64106,319.47,1.61,1.25,2026-01-02,1322,A,57,6.1NRT,303.7,16.43,D
7.56449,20.62701,337.75,1.62,1.25,2026-01-02,1322,A,88,6.1NRT,304.7,62.12,D
8.29225,25.29574,324.65,1,1,2026-01-02,1322,A,71,6.1NRT,303.55,12.03,D
8.29097,25.28694,359.9,1,1,2026-01-02,1322,A,99,6.1NRT,306.87,75.56,D
7.57313,20.61119,320.41,1.62,1.25,2026-01-02,1322,A,40,6.1NRT,305.58,16.53,D
7.57085,20.59707,348.55,1.62,1.25,2026-01-02,1322,A,94,6.1NRT,305.91,102.62,D
7.56856,20.58282,320.05,1.63,1.26,2026-01-02,1322,A,67,6.1NRT,303.52,18.77,D
8.33815,25.5502,323.2,1.01,1,2026-01-02,1322,A,67,6.1NRT,304.91,9.65,D
8.27535,25.11877,318.87,1,1,2026-01-02,1322,A,50,6.1NRT,305.41,4.61,D
8.27407,25.10999,321.01,1,1,2026-01-02,1322,A,64,6.1NRT,306.82,6.79,D
8.17955,24.4681,355.39,1.01,1,2026-01-02,1322,A,97,6.1NRT,304.35,66.6,D
8.17824,24.45924,363.27,1.01,1,2026-01-02,1322,A,100,6.1NRT,305.66,87.85,D
8.10765,23.98559,318.34,1.03,1.02,2026-01-02,1322,A,38,6.1NRT,305.22,6.72,D
8.10629,23.9765,329.11,1.03,1.02,2026-01-02,1322,A,80,6.1NRT,305.82,17.69,D
8.1022,23.94922,331.1,1.04,1.02,2026-01-02,1322,A,80,6.1NRT,305.2,20.08,D
8.60108,27.33103,322.74,1.16,1.07,2026-01-02,1322,A,67,6.1NRT,308.32,9.49,D
8.59965,27.3208,322.13,1.16,1.07,2026-01-02,1322,A,65,6.1NRT,308.78,8.31,D
8.20663,24.59051,331.5,1.01,1,2026-01-02,1322,A,81,6.1NRT,305.36,21.76,D
8.20532,24.58169,335.21,1.01,1,2026-01-02,1322,A,85,6.1NRT,304.95,27.65,D
8.18832,24.46677,317.07,1.01,1,2026-01-02,1322,A,54,6.1NRT,304.04,6.91,D
8.18701,24.45791,315.15,1.01,1,2026-01-02,1322,A,32,6.1NRT,303.44,5.1,D
8.11107,23.94784,336.57,1.04,1.02,2026-01-02,1322,A,87,6.1NRT,305.91,29.51,D
8.21408,24.58036,316.62,1.01,1,2026-01-02,1322,A,50,6.1NRT,303.52,6.4,D
8.43698,26.04729,339.03,1.03,1.02,2026-01-02,1322,A,87,6.1NRT,305.44,31.6,D
8.43568,26.03823,332.81,1.03,1.01,2026-01-02,1322,A,76,6.1NRT,308.15,21.81,D
7.58499,20.40262,346.55,1.68,1.27,2026-01-02,1322,A,93,6.1NRT,304.33,101.55,D
7.36826,19.04545,314.13,2.17,1.43,2026-01-02,1322,A,55,6.1NRT,302.27,15.73,D
8.61339,27.21523,340.22,1.15,1.07,2026-01-02,1322,A,88,6.1NRT,309.51,36.5,D
8.61196,27.20514,331.65,1.15,1.07,2026-01-02,1322,A,80,6.1NRT,308.24,21.12,D
8.11594,23.79772,327.58,1.05,1.02,2026-01-02,1322,A,47,6.1NRT,305.05,15.2,D
8.11457,23.78858,334.98,1.05,1.02,2026-01-02,1322,A,86,6.1NRT,304.73,26.97,D
8.11321,23.77944,323.23,1.05,1.02,2026-01-02,1322,A,49,6.1NRT,303.87,12.72,D
7.50865,19.84641,319.27,1.86,1.33,2026-01-02,1322,A,69,6.1NRT,303.61,21.16,D
8.20637,24.34614,320.74,1.01,1.01,2026-01-02,1322,A,67,6.1NRT,303.83,9.97,D
8.20506,24.33725,387.65,1.01,1.01,2026-01-02,1322,A,100,6.1NRT,310.24,182.09,D
8.20374,24.32835,334.94,1.01,1.01,2026-01-02,1322,A,85,6.1NRT,304.57,26.6,D
7.50999,19.77922,319.25,1.89,1.34,2026-01-02,1322,A,69,6.1NRT,304.69,21.52,D
7.47837,19.5788,313.69,1.96,1.37,2026-01-02,1322,A,54,6.1NRT,301.91,12.07,D
7.47567,19.56173,315.7,1.96,1.37,2026-01-02,1322,A,61,6.1NRT,302.65,16.88,D
7.27336,18.29285,324.44,2.51,1.52,2026-01-02,1322,A,76,6.1NRT,307.51,44.64,D
8.37275,25.41869,330.3,1,1,2026-01-02,1322,A,79,6.1NRT,303.13,20.59,D
8.22825,24.43356,327.97,1.01,1,2026-01-02,1322,A,78,6.1NRT,305.04,17.91,D
8.22694,24.42469,320.16,1.01,1.01,2026-01-02,1322,A,65,6.1NRT,304.06,9.02,D
8.1635,23.99553,324.53,1.03,1.02,2026-01-02,1322,A,75,6.1NRT,305.21,13.07,D
8.13921,23.83165,317.76,1.04,1.02,2026-01-02,1322,A,44,6.1NRT,304.43,5.78,D
7.57143,20.09597,327.65,1.78,1.31,2026-01-02,1322,A,80,6.1NRT,303.8,39.05,D
7.56904,20.08059,317.27,1.78,1.31,2026-01-02,1322,A,56,6.1NRT,302.29,14.52,D
8.37633,25.35747,329.32,1,1,2026-01-02,1322,A,77,6.1NRT,305.65,17.47,D
8.34048,25.11134,323.86,1,1,2026-01-02,1322,A,69,6.1NRT,307.12,9.35,D
8.16828,23.95109,314.97,1.03,1.02,2026-01-02,1322,A,26,6.1NRT,299.76,5.4,D
7.50588,19.77298,318.4,1.89,1.34,2026-01-02,1322,A,63,6.1NRT,304.26,18.54,D
8.36587,25.22417,323.05,1,1,2026-01-02,1322,A,66,6.1NRT,306.54,8.9,D
8.33509,25.01352,342.51,1,1,2026-01-02,1322,A,90,6.1NRT,307.52,36.8,D
8.3338,25.00475,329.21,1,1,2026-01-02,1322,A,78,6.1NRT,306.56,16.91,D
8.33123,24.98721,326.41,1,1,2026-01-02,1322,A,74,6.1NRT,305.89,13.33,D
8.24413,24.39751,331.6,1.01,1.01,2026-01-02,1322,A,81,6.1NRT,306.31,21.29,D
8.24282,24.38865,332.76,1.01,1.01,2026-01-02,1322,A,83,6.1NRT,305.64,22.66,D
8.08441,23.33788,317.73,1.09,1.04,2026-01-02,1322,A,32,6.1NRT,304.56,6.95,D
8.08294,23.32826,321.84,1.09,1.04,2026-01-02,1322,A,73,6.1NRT,305.31,12.12,D
8.08148,23.3187,319.8,1.09,1.04,2026-01-02,1322,A,70,6.1NRT,303.58,10.01,D
7.56987,20.0894,329.21,1.78,1.31,2026-01-02,1322,A,81,6.1NRT,303.36,43.52,D
7.26968,18.2865,322.09,2.51,1.52,2026-01-02,1322,A,72,6.1NRT,307.05,34.25,D
8.37461,25.22286,322.42,1,1,2026-01-02,1322,A,50,6.1NRT,306.79,8.09,D
8.26868,24.50241,319.3,1.01,1,2026-01-02,1322,A,34,6.1NRT,305.53,6.57,D
8.26737,24.49358,343.17,1.01,1,2026-01-02,1322,A,91,6.1NRT,307.08,39.45,D
8.26606,24.48475,318.34,1.01,1,2026-01-02,1322,A,26,6.1NRT,303.88,6.37,D
8.2516,24.38733,321.01,1.01,1.01,2026-01-02,1322,A,52,6.1NRT,304.42,8.53,D
8.25028,24.37847,331.94,1.01,1.01,2026-01-02,1322,A,82,6.1NRT,304.86,21.41,D
8.24632,24.35184,341.76,1.01,1.01,2026-01-02,1322,A,90,6.1NRT,307.18,38.38,D
8.245,24.34294,322.01,1.01,1.01,2026-01-02,1322,A,68,6.1NRT,303.53,10.85,D
7.71133,20.89262,354.76,1.54,1.22,2026-01-02,1322,A,97,6.1NRT,297.14,124.07,D
8.702,27.45718,335.69,1.19,1.08,2026-01-02,1322,A,84,6.1NRT,306.93,31.36,D
8.69332,27.39491,320.13,1.18,1.08,2026-01-02,1322,A,59,6.1NRT,305.52,8.09,D
8.27875,24.50991,317.13,1.01,1,2026-01-02,1322,A,39,6.1NRT,305.21,4.91,D
8.25774,24.36826,337.08,1.01,1.01,2026-01-02,1322,A,86,6.1NRT,305.32,29.08,D
8.25642,24.35939,351.77,1.01,1.01,2026-01-02,1322,A,96,6.1NRT,306.26,57.63,D
8.25511,24.35052,319.23,1.01,1.01,2026-01-02,1322,A,30,6.1NRT,303.01,7.88,D
8.21784,24.10046,324.74,1.03,1.01,2026-01-02,1322,A,74,6.1NRT,305.57,13.29,D
7.72413,20.90436,317.61,1.53,1.22,2026-01-02,1322,A,55,6.1NRT,295.29,13.87,D
7.72199,20.89095,398.55,1.54,1.22,2026-01-02,1322,A,100,6.1NRT,301.21,444.45,D
7.71985,20.87753,338.99,1.54,1.22,2026-01-02,1322,A,89,6.1NRT,297.35,63.45,D
8.95205,29.20474,316.64,1.55,1.23,2026-01-02,1322,A,44,6.1NRT,300.68,8.38,D
8.71293,27.46625,322.04,1.19,1.08,2026-01-02,1322,A,66,6.1NRT,307.2,10.09,D
8.45243,25.63532,318.69,1.01,1.01,2026-01-02,1322,A,46,6.1NRT,305.6,5.94,D
8.27704,24.43785,322.62,1.01,1,2026-01-02,1322,A,69,6.1NRT,304.11,11.32,D
7.65233,20.38514,349.05,1.68,1.27,2026-01-02,1322,A,95,6.1NRT,306.13,108.5,D
7.64998,20.37041,336.82,1.68,1.28,2026-01-02,1322,A,87,6.1NRT,304.09,61.23,D
8.38543,25.11355,331.84,1,1,2026-01-02,1322,A,81,6.1NRT,305.47,19.05,D
8.35458,24.903,317.14,1,1,2026-01-02,1322,A,46,6.1NRT,305.13,4.09,D
8.25283,24.21424,321.99,1.02,1.01,2026-01-02,1322,A,70,6.1NRT,303.71,11.93,D
8.24352,24.15162,318.03,1.02,1.01,2026-01-02,1322,A,61,6.1NRT,304.6,7.24,D
8.23149,24.0708,334.71,1.03,1.01,2026-01-02,1322,A,85,6.1NRT,304.49,26.55,D
8.22747,24.04383,319.82,1.03,1.01,2026-01-02,1322,A,60,6.1NRT,301.9,9.78,D
8.22612,24.03478,320.18,1.03,1.01,2026-01-02,1322,A,64,6.1NRT,301.69,10.15,D
7.66344,20.3834,323.87,1.68,1.27,2026-01-02,1322,A,76,6.1NRT,304.57,25.77,D
7.6611,20.36871,344.49,1.68,1.28,2026-01-02,1322,A,92,6.1NRT,303.58,89.16,D
9.61438,34.0996,316.2,3.92,1.84,2026-01-02,1322,A,66,6.1NRT,299.82,49.65,D
8.25101,24.14132,379.76,1.02,1.01,2026-01-02,1322,A,100,6.1NRT,309.7,146.38,D
8.24968,24.13235,352.09,1.02,1.01,2026-01-02,1322,A,96,6.1NRT,308.5,58.13,D
8.25983,24.13997,346.15,1.02,1.01,2026-01-02,1322,A,93,6.1NRT,305.74,45.54,D
8.2585,24.13099,390.64,1.02,1.01,2026-01-02,1322,A,100,6.1NRT,310.35,198.73,D
8.25716,24.12201,322.32,1.02,1.01,2026-01-02,1322,A,60,6.1NRT,302.78,11.45,D
8.32385,24.51207,326.43,1.01,1,2026-01-02,1322,A,75,6.1NRT,305.81,15.18,D
8.32255,24.50324,325.34,1.01,1,2026-01-02,1322,A,74,6.1NRT,305.87,13.97,D
8.27793,24.20132,323.66,1.02,1.01,2026-01-02,1322,A,27,6.1NRT,304.39,11.33,D
8.26865,24.13861,328.59,1.02,1.01,2026-01-02,1322,A,62,6.1NRT,303.74,17.88,D
8.26732,24.12962,336.18,1.02,1.01,2026-01-02,1322,A,86,6.1NRT,303.77,29.32,D
7.76266,20.80135,344.98,1.56,1.23,2026-01-02,1322,A,93,6.1NRT,303.24,83.44,D
7.76054,20.7877,341.87,1.56,1.23,2026-01-02,1322,A,91,6.1NRT,303.24,72.43,D
7.6776,20.18186,334.3,1.74,1.29,2026-01-02,1322,A,86,6.1NRT,307.22,57.14,D
7.67524,20.16668,323.61,1.75,1.3,2026-01-02,1322,A,75,6.1NRT,304.97,27.41,D
9.60526,34.09499,317.59,3.92,1.84,2026-01-02,1322,A,68,6.1NRT,299.56,58.78,D
8.69398,26.94736,330.7,1.12,1.05,2026-01-02,1322,A,79,6.1NRT,306.55,20.38,D
8.29381,24.17487,334.16,1.02,1.01,2026-01-02,1322,A,80,6.1NRT,304.81,24.53,D
7.76569,20.79564,348.74,1.56,1.23,2026-01-02,1322,A,94,6.1NRT,304.77,97.07,D
7.76347,20.78195,319.91,1.56,1.23,2026-01-02,1322,A,71,6.1NRT,302.82,15.97,D
8.39577,24.80139,318.09,1,1,2026-01-02,1322,A,52,6.1NRT,306.71,4.79,D
8.3093,24.21821,319.49,1.02,1.01,2026-01-02,1322,A,43,6.1NRT,303.41,8.43,D
7.9453,21.85056,314.96,1.31,1.13,2026-01-02,1322,A,36,6.1NRT,298.49,9.84,D
7.94349,21.83909,322.53,1.31,1.14,2026-01-02,1322,A,75,6.1NRT,298.99,20.65,D
7.67611,20.1771,338.05,1.74,1.29,2026-01-02,1322,A,88,6.1NRT,306.93,70.43,D
8.75144,27.22416,324.38,1.15,1.07,2026-01-02,1322,A,70,6.1NRT,309.06,9.28,D
7.94799,21.80323,320.35,1.32,1.14,2026-01-02,1322,A,73,6.1NRT,298.95,18.26,D
7.79367,20.83292,315.03,1.55,1.23,2026-01-02,1322,A,42,6.1NRT,299.25,9.95,D
8.53265,25.61769,321,1.01,1.01,2026-01-02,1322,A,58,6.1NRT,306.34,7.12,D
8.45828,25.10593,317.49,1,1,2026-01-02,1322,A,34,6.1NRT,304.71,4.74,D
7.87282,21.26158,317.74,1.44,1.19,2026-01-02,1322,A,68,6.1NRT,296.95,18.59,D
7.87084,21.24912,310.85,1.44,1.19,2026-01-02,1322,A,43,6.1NRT,295.45,9.2,D
7.70113,20.18868,316.8,1.74,1.29,2026-01-02,1322,A,43,6.1NRT,304.16,12.73,D
8.37783,24.49811,331.94,1.01,1,2026-01-02,1322,A,79,6.1NRT,307.21,19.81,D
8.37652,24.48927,355.61,1.01,1,2026-01-02,1322,A,97,6.1NRT,306.89,65.25,D
8.37521,24.48044,323.48,1.01,1,2026-01-02,1322,A,70,6.1NRT,303.65,12.05,D
8.33437,24.20523,323.39,1.02,1.01,2026-01-02,1322,A,55,6.1NRT,304.26,11.36,D
8.33304,24.1963,363,1.02,1.01,2026-01-02,1322,A,100,6.1NRT,305.21,87.03,D
7.57195,19.31919,314.96,2.04,1.39,2026-01-02,1322,A,55,6.1NRT,302.06,13.31,D
8.40222,24.60263,322.35,1,1,2026-01-02,1322,A,68,6.1NRT,306.42,8.39,D
8.40091,24.5938,324.36,1,1,2026-01-02,1322,A,71,6.1NRT,305.34,10.85,D
8.38658,24.49677,356.46,1.01,1,2026-01-02,1322,A,98,6.1NRT,307.35,65.83,D
8.38528,24.48793,328.79,1.01,1,2026-01-02,1322,A,74,6.1NRT,304.41,15.97,D
8.32852,24.10536,325.9,1.02,1.01,2026-01-02,1322,A,67,6.1NRT,303.75,14.93,D
8.32718,24.09636,328.72,1.02,1.01,2026-01-02,1322,A,79,6.1NRT,301.46,18.87,D
8.41875,24.65413,319.28,1,1,2026-01-02,1322,A,59,6.1NRT,306.51,5.72,D
8.39665,24.50427,321.57,1.01,1,2026-01-02,1322,A,58,6.1NRT,305.71,7.62,D
8.33869,24.11301,317.43,1.02,1.01,2026-01-02,1322,A,47,6.1NRT,304.68,6.72,D
8.31182,23.93254,318.06,1.03,1.02,2026-01-02,1322,A,62,6.1NRT,304.13,7.26,D
8.20434,23.21584,316.87,1.1,1.04,2026-01-02,1322,A,64,6.1NRT,305.31,7.1,D
8.44947,24.80225,323.02,1,1,2026-01-02,1322,A,68,6.1NRT,309.01,8.42,D
8.46337,24.83606,321.37,1,1,2026-01-02,1322,A,64,6.1NRT,306.59,7.59,D
8.01452,21.83955,310.12,1.31,1.13,2026-01-02,1322,A,33,6.1NRT,297.42,6.81,D
7.92253,21.24094,322.09,1.44,1.19,2026-01-02,1322,A,75,6.1NRT,298.28,22.56,D
7.92057,21.22823,335.52,1.44,1.19,2026-01-02,1322,A,87,6.1NRT,299.25,50.97,D
7.41123,18.00642,319.98,2.63,1.56,2026-01-02,1322,A,54,6.1NRT,304.72,36.62,D
8.4721,24.83474,320.58,1,1,2026-01-02,1322,A,58,6.1NRT,306.65,6.71,D
8.47081,24.82595,353.59,1,1,2026-01-02,1322,A,96,6.1NRT,309.67,58.78,D
8.46952,24.81717,336.18,1,1,2026-01-02,1322,A,85,6.1NRT,309.01,24.5,D
8.44239,24.63255,323.86,1,1,2026-01-02,1322,A,60,6.1NRT,306.6,9.29,D
8.31271,23.75519,315.46,1.05,1.02,2026-01-02,1322,A,54,6.1NRT,304.44,6.28,D
9.03383,28.76435,315.85,1.45,1.19,2026-01-02,1322,A,50,6.1NRT,300.34,12.38,D
8.47834,24.79128,322.59,1,1,2026-01-02,1322,A,66,6.1NRT,306.71,9.44,D
8.45238,24.61546,320.39,1,1,2026-01-02,1322,A,50,6.1NRT,307.36,6.96,D
8.37841,24.11874,334.53,1.02,1.01,2026-01-02,1322,A,84,6.1NRT,307.26,24.37,D
8.43892,24.46422,323.12,1.01,1,2026-01-02,1322,A,63,6.1NRT,307.67,9.44,D
8.43761,24.45539,352.67,1.01,1,2026-01-02,1322,A,96,6.1NRT,307.64,57.62,D
7.94582,21.269,316.94,1.43,1.18,2026-01-02,1322,A,30,6.1NRT,298.19,13.67,D
7.88561,20.89432,313.05,1.53,1.22,2026-01-02,1322,A,46,6.1NRT,300.98,9.68,D
9.09317,29.04879,316.86,1.52,1.22,2026-01-02,1322,A,59,6.1NRT,303.74,8.99,D
8.38394,24.03514,331.65,1.03,1.01,2026-01-02,1322,A,82,6.1NRT,306.56,21.53,D
7.95614,21.26743,321.02,1.43,1.18,2026-01-02,1322,A,73,6.1NRT,299.49,20.8,D
7.95415,21.25492,319.21,1.43,1.18,2026-01-02,1322,A,39,6.1NRT,298.34,16.72,D
7.83633,20.52074,335.61,1.63,1.26,2026-01-02,1322,A,87,6.1NRT,305.16,53.23,D
7.42292,18.02077,317.51,2.62,1.55,2026-01-02,1322,A,61,6.1NRT,305.05,28.54,D
7.41913,17.99834,317.59,2.63,1.56,2026-01-02,1322,A,62,6.1NRT,303.75,30.31,D
8.85663,27.24386,326.82,1.16,1.07,2026-01-02,1322,A,69,6.1NRT,307.16,13.51,D
8.39278,24.03381,321.34,1.03,1.01,2026-01-02,1322,A,68,6.1NRT,306.93,9,D
7.84497,20.50466,344.78,1.63,1.26,2026-01-02,1322,A,92,6.1NRT,304.23,84.39,D
7.80752,20.27218,339.59,1.7,1.28,2026-01-02,1322,A,89,6.1NRT,304.37,72.5,D
7.80512,20.25732,350.33,1.71,1.28,2026-01-02,1322,A,95,6.1NRT,304.04,116.34,D
7.6664,19.40484,315.33,2,1.38,2026-01-02,1322,A,54,6.1NRT,302.31,13.34,D
7.85593,20.50294,357.33,1.63,1.26,2026-01-02,1322,A,98,6.1NRT,305.85,142.55,D
7.85366,20.48873,322.58,1.64,1.26,2026-01-02,1322,A,22,6.1NRT,302.38,21.57,D
7.68969,19.47215,315.94,1.98,1.37,2026-01-02,1322,A,58,6.1NRT,301.06,15.98,D
7.82271,20.22385,320.37,1.72,1.29,2026-01-02,1322,A,62,6.1NRT,305.73,17.32,D
7.73701,19.68949,321.39,1.9,1.35,2026-01-02,1322,A,68,6.1NRT,304.75,23.08,D
7.64397,19.11466,317.49,2.12,1.41,2026-01-02,1322,A,62,6.1NRT,298.96,22.96,D
7.54198,18.49054,319.57,2.39,1.49,2026-01-02,1322,A,58,6.1NRT,304.97,31.22,D
8.28843,23.15699,320.02,1.1,1.05,2026-01-02,1322,A,70,6.1NRT,304.09,10.33,D
9.16316,29.16309,318.59,1.55,1.23,2026-01-02,1322,A,61,6.1NRT,304.25,11.41,D
8.63981,25.46822,320.74,1.01,1,2026-01-02,1322,A,55,6.1NRT,305.12,7.94,D
8.56525,24.95763,321.5,1,1,2026-01-02,1322,A,60,6.1NRT,306.35,7.26,D
8.42276,23.99231,335.34,1.03,1.01,2026-01-02,1322,A,85,6.1NRT,305.81,26.38,D
8.41064,23.91084,318.89,1.03,1.02,2026-01-02,1322,A,63,6.1NRT,305.64,8.19,D
7.88878,20.49758,321.34,1.63,1.26,2026-01-02,1322,A,68,6.1NRT,304.08,19.65,D
7.70042,19.30932,315.62,2.04,1.39,2026-01-02,1322,A,56,6.1NRT,301.88,15.32,D
8.4316,23.99094,367.87,1.03,1.01,2026-01-02,1322,A,100,6.1NRT,309.27,102.74,D
8.43026,23.98192,328.63,1.03,1.01,2026-01-02,1322,A,79,6.1NRT,306.51,17.23,D
7.67792,19.08998,321.05,2.12,1.42,2026-01-02,1322,A,70,6.1NRT,300.34,30.32,D
7.4467,17.65477,334.8,2.8,1.6,2026-01-02,1322,A,85,6.1NRT,304.31,117.33,D
9.15839,28.97198,321.16,1.5,1.21,2026-01-02,1322,A,72,6.1NRT,305.32,13.27,D
8.51292,24.48008,322.32,1.01,1,2026-01-02,1322,A,67,6.1NRT,307.16,8.97,D
8.45644,24.0976,334.76,1.02,1.01,2026-01-02,1322,A,84,6.1NRT,306.38,25.1,D
8.45511,24.08862,359.92,1.02,1.01,2026-01-02,1322,A,99,6.1NRT,307.05,78.07,D
8.44045,23.98957,322.71,1.03,1.01,2026-01-02,1322,A,71,6.1NRT,306.77,10.74,D
7.85579,20.14126,356.54,1.74,1.29,2026-01-02,1322,A,98,6.1NRT,307.76,145.87,D
7.85342,20.12608,331.84,1.75,1.3,2026-01-02,1322,A,83,6.1NRT,304.72,43.04,D
7.7628,19.54765,317.27,1.95,1.36,2026-01-02,1322,A,62,6.1NRT,305.38,13.75,D
8.54402,24.61398,322.3,1,1,2026-01-02,1322,A,64,6.1NRT,307.75,7.16,D
8.54272,24.60517,322.19,1,1,2026-01-02,1322,A,59,6.1NRT,307.58,6.89,D
8.4674,24.0994,327.11,1.02,1.01,2026-01-02,1322,A,76,6.1NRT,306.87,14.4,D
8.46606,24.09042,326.37,1.02,1.01,2026-01-02,1322,A,75,6.1NRT,306.63,13.65,D
8.37772,23.506,318.71,1.06,1.03,2026-01-02,1322,A,65,6.1NRT,303.43,8.21,D
8.26803,22.79251,327.33,1.14,1.07,2026-01-02,1322,A,80,6.1NRT,300.56,24.41,D
8.26648,22.78251,317.5,1.15,1.07,2026-01-02,1322,A,64,6.1NRT,297.31,12,D
7.7043,19.30373,316.93,2.04,1.39,2026-01-02,1322,A,60,6.1NRT,302.42,17.74,D
9.16238,28.96573,320.09,1.5,1.21,2026-01-02,1322,A,69,6.1NRT,305.18,11.61,D
8.68776,25.53699,326.15,1.01,1,2026-01-02,1322,A,70,6.1NRT,308.63,11.65,D
8.27734,22.79114,334.62,1.14,1.07,2026-01-02,1322,A,86,6.1NRT,301.27,35.87,D
8.27579,22.78112,313.56,1.15,1.07,2026-01-02,1322,A,33,6.1NRT,300.22,7.8,D
7.85428,20.13644,353.22,1.74,1.29,2026-01-02,1322,A,97,6.1NRT,307.01,127.91,D
7.68017,19.08457,319.35,2.12,1.42,2026-01-02,1322,A,66,6.1NRT,300.22,25.2,D
9.19627,29.13894,315.89,1.55,1.23,2026-01-02,1322,A,51,6.1NRT,302.4,8.13,D
9.18365,29.04423,319.12,1.53,1.22,2026-01-02,1322,A,68,6.1NRT,304,11.53,D
8.33057,23.07576,316.96,1.11,1.05,2026-01-02,1322,A,40,6.1NRT,301.32,5.48,D
8.32909,23.06609,316.75,1.11,1.05,2026-01-02,1322,A,38,6.1NRT,301.14,5.23,D
7.97858,20.8331,326.01,1.54,1.22,2026-01-02,1322,A,78,6.1NRT,304.13,29.69,D
7.97644,20.81979,322.2,1.54,1.22,2026-01-02,1322,A,74,6.1NRT,304.73,21.86,D
7.86801,20.14964,322.86,1.74,1.29,2026-01-02,1322,A,66,6.1NRT,306.99,17.76,D
7.86553,20.13445,340.65,1.74,1.29,2026-01-02,1322,A,90,6.1NRT,308.58,72.94,D
7.74294,19.38717,336.91,2,1.38,2026-01-02,1322,A,87,6.1NRT,305.24,83.46,D
7.74005,19.36968,318.35,2.01,1.38,2026-01-02,1322,A,64,6.1NRT,302.71,21.73,D
7.45563,17.67347,319.01,2.79,1.6,2026-01-02,1322,A,65,6.1NRT,304.18,35.66,D
7.45152,17.64928,331.99,2.8,1.6,2026-01-02,1322,A,83,6.1NRT,304.73,100.86,D
8.5494,24.46891,342.91,1.01,1,2026-01-02,1322,A,90,6.1NRT,308.58,37.02,D
8.54809,24.46006,358.98,1.01,1,2026-01-02,1322,A,99,6.1NRT,309.42,72.85,D
7.93138,20.47072,316.88,1.64,1.26,2026-01-02,1322,A,64,6.1NRT,304.84,11.37,D
7.92907,20.45638,318.23,1.64,1.26,2026-01-02,1322,A,67,6.1NRT,305.56,13.77,D
8.47711,23.92279,336.95,1.03,1.02,2026-01-02,1322,A,86,6.1NRT,306.42,29.77,D
8.47576,23.91375,333.09,1.03,1.02,2026-01-02,1322,A,83,6.1NRT,308.54,23.57,D
7.96709,20.62384,331.94,1.59,1.24,2026-01-02,1322,A,84,6.1NRT,304.65,44.41,D
7.96488,20.60995,326.67,1.6,1.24,2026-01-02,1322,A,79,6.1NRT,305.04,30.86,D
8.79809,26.05305,320.96,1.04,1.02,2026-01-02,1322,A,40,6.1NRT,307,6.53,D
8.79678,26.04393,319.94,1.04,1.02,2026-01-02,1322,A,30,6.1NRT,304.97,5.15,D
8.55644,24.39547,316.96,1.01,1,2026-01-02,1322,A,26,6.1NRT,304.66,5.3,D
8.48597,23.92145,327.47,1.03,1.02,2026-01-02,1322,A,77,6.1NRT,306.01,16.42,D
8.48462,23.91241,319.45,1.03,1.02,2026-01-02,1322,A,64,6.1NRT,306.83,7.11,D
8.47512,23.84881,320.19,1.04,1.02,2026-01-02,1322,A,66,6.1NRT,304.59,9.15,D
8.01685,20.86804,323.3,1.53,1.22,2026-01-02,1322,A,75,6.1NRT,302.35,24.46,D
7.9954,20.73239,318.28,1.56,1.23,2026-01-02,1322,A,32,6.1NRT,305.82,10.95,D
7.6604,18.65382,319.92,2.3,1.47,2026-01-02,1322,A,67,6.1NRT,305.51,23.6,D
8.80698,26.05174,328.46,1.04,1.02,2026-01-02,1322,A,74,6.1NRT,308.32,14.44,D
8.80567,26.04262,327.91,1.04,1.02,2026-01-02,1322,A,73,6.1NRT,307.69,13.77,D
8.58219,24.50913,321.3,1.01,1,2026-01-02,1322,A,56,6.1NRT,305.91,7.55,D
8.58089,24.5003,325.77,1.01,1,2026-01-02,1322,A,73,6.1NRT,305.47,12.34,D
8.56783,24.41185,319.73,1.01,1,2026-01-02,1322,A,58,6.1NRT,306.79,7.51,D
8.37014,23.08954,317.73,1.11,1.05,2026-01-02,1322,A,37,6.1NRT,301.95,6.05,D
8.58312,24.45477,323.91,1.01,1,2026-01-02,1322,A,70,6.1NRT,306.18,9.73,D
8.57659,24.41052,327.43,1.01,1,2026-01-02,1322,A,75,6.1NRT,305.95,15.21,D
8.57528,24.40168,327.41,1.01,1,2026-01-02,1322,A,75,6.1NRT,304.37,15.31,D
