latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-2.35404,-48.09551,316.02,1.07,1.03,2026-01-02,1815,A,56,6.1NRT,300.16,8.06,D
-1.89613,-45.03583,364.23,1.08,1.04,2026-01-02,1815,A,100,6.1NRT,298.87,101.86,D
-1.89752,-45.04523,339.39,1.08,1.04,2026-01-02,1815,A,89,6.1NRT,297.95,39.31,D
-2.5922,-49.79988,321.51,1.31,1.14,2026-01-02,1815,A,77,6.1NRT,295.95,21.46,D
-1.88704,-45.03716,318.66,1.08,1.04,2026-01-02,1815,A,70,6.1NRT,297.85,11.03,D
-1.88843,-45.04656,313.61,1.08,1.04,2026-01-02,1815,A,48,6.1NRT,296.96,6.28,D
-2.29622,-47.88756,337.42,1.05,1.02,2026-01-02,1815,A,88,6.1NRT,301.11,32.38,D
-2.11053,-46.67537,340.42,1,1,2026-01-02,1815,A,90,6.1NRT,299.39,37.62,D
-2.28725,-47.88887,322.42,1.05,1.02,2026-01-02,1815,A,65,6.1NRT,297.51,11.91,D
-2.42767,-48.86282,317.64,1.15,1.07,2026-01-02,1815,A,70,6.1NRT,297.69,11.54,D
-2.00333,-46.08056,315.29,1.01,1,2026-01-02,1815,A,61,6.1NRT,296.93,5.29,D
-2.01509,-46.2224,316.09,1.01,1,2026-01-02,1815,A,61,6.1NRT,297.38,7.74,D
-2.23559,-47.726,339.35,1.04,1.02,2026-01-02,1815,A,90,6.1NRT,299.27,37.26,D
-2.25424,-47.8529,326.87,1.04,1.02,2026-01-02,1815,A,68,6.1NRT,301.82,19.06,D
-1.82761,-45.00361,323.86,1.09,1.04,2026-01-02,1815,A,77,6.1NRT,297,17.16,D
-1.82899,-45.01307,341.38,1.08,1.04,2026-01-02,1815,A,86,6.1NRT,295.02,44.25,D
-2.31675,-48.40477,345.74,1.1,1.04,2026-01-02,1815,A,93,6.1NRT,296.41,55.83,D
-2.75175,-51.62263,316.17,1.8,1.31,2026-01-02,1815,A,72,6.1NRT,293.56,24.04,D
-1.84804,-45.45524,338.74,1.05,1.02,2026-01-02,1815,A,89,6.1NRT,294.24,39.57,D
-1.84939,-45.46434,327.26,1.04,1.02,2026-01-02,1815,A,80,6.1NRT,293.03,22.54,D
-1.98111,-46.56426,337.46,1,1,2026-01-02,1815,A,83,6.1NRT,298.15,34.7,D
-2.14385,-47.67238,313.84,1.03,1.01,2026-01-02,1815,A,51,6.1NRT,297.06,4.94,D
-1.94314,-46.42728,319.31,1,1,2026-01-02,1815,A,71,6.1NRT,299.88,9.47,D
-1.93437,-46.42858,325.43,1,1,2026-01-02,1815,A,78,6.1NRT,300.26,15.44,D
-2.03559,-47.18068,315.06,1.01,1,2026-01-02,1815,A,51,6.1NRT,299.41,6.98,D
-2.01397,-47.09426,316.88,1.01,1,2026-01-02,1815,A,54,6.1NRT,300.32,6.46,D
-2.40507,-49.78109,316.13,1.3,1.13,2026-01-02,1815,A,55,6.1NRT,298.25,12.46,D
-2.40671,-49.79246,320.77,1.31,1.13,2026-01-02,1815,A,74,6.1NRT,299.34,19.19,D
-1.71641,-45.13243,314.54,1.07,1.03,2026-01-02,1815,A,45,6.1NRT,297.76,7.99,D
-1.93527,-46.74015,317.9,1,1,2026-01-02,1815,A,69,6.1NRT,298.09,10.03,D
-2.31397,-49.35647,316.51,1.22,1.1,2026-01-02,1815,A,67,6.1NRT,296.1,12.18,D
-1.7736,-45.70375,349.34,1.03,1.01,2026-01-02,1815,A,95,6.1NRT,300.05,55.44,D
-1.77493,-45.71273,320.92,1.03,1.01,2026-01-02,1815,A,73,6.1NRT,298.86,10.73,D
-1.90351,-46.5846,316.33,1,1,2026-01-02,1815,A,59,6.1NRT,298.62,8.3,D
-2.09132,-47.87402,315.04,1.04,1.02,2026-01-02,1815,A,61,6.1NRT,297.8,7.12,D
-2.28623,-49.23096,310.47,1.2,1.09,2026-01-02,1815,A,35,6.1NRT,296.28,7.62,D
-1.73029,-45.47565,324.39,1.05,1.02,2026-01-02,1815,A,77,6.1NRT,298.63,16.71,D
-1.73162,-45.48478,321.04,1.05,1.02,2026-01-02,1815,A,70,6.1NRT,298.94,13.12,D
-1.9701,-47.11535,323.98,1.01,1,2026-01-02,1815,A,77,6.1NRT,299.14,14.24,D
-1.82076,-46.21855,317.27,1.01,1,2026-01-02,1815,A,61,6.1NRT,299.16,7.76,D
-1.74317,-45.75059,315.13,1.03,1.01,2026-01-02,1815,A,48,6.1NRT,298.59,5.72,D
-1.67793,-45.49273,320.9,1.05,1.02,2026-01-02,1815,A,73,6.1NRT,295.92,14.2,D
-1.83563,-46.56466,319.25,1,1,2026-01-02,1815,A,70,6.1NRT,297.77,10.31,D
-1.7574,-46.09316,364.32,1.01,1.01,2026-01-02,1815,A,100,6.1NRT,303.64,90.86,D
-1.75869,-46.10197,361.06,1.01,1.01,2026-01-02,1815,A,100,6.1NRT,302,81.6,D
-1.8422,-46.67054,331.35,1,1,2026-01-02,1815,A,84,6.1NRT,299.89,23.44,D
-1.85242,-46.74024,314.02,1,1,2026-01-02,1815,A,56,6.1NRT,299.34,5.27,D
-1.65462,-45.45887,316.15,1.05,1.02,2026-01-02,1815,A,23,6.1NRT,297.47,7.85,D
-1.74859,-46.09447,349.99,1.01,1.01,2026-01-02,1815,A,95,6.1NRT,298.7,54.25,D
-1.74988,-46.10328,347.25,1.01,1.01,2026-01-02,1815,A,94,6.1NRT,301.33,48.77,D
-1.78991,-46.37522,328.61,1,1,2026-01-02,1815,A,81,6.1NRT,301.25,19.37,D
-1.65784,-45.54218,313.59,1.04,1.02,2026-01-02,1815,A,36,6.1NRT,298.01,6.53,D
-1.7461,-46.34362,314.26,1,1,2026-01-02,1815,A,43,6.1NRT,298.88,6,D
-1.75927,-46.55579,323.51,1,1,2026-01-02,1815,A,76,6.1NRT,300.34,13.68,D
-1.70432,-46.24236,312.97,1.01,1,2026-01-02,1815,A,53,6.1NRT,297.94,5.74,D
-1.65271,-45.95262,320.2,1.02,1.01,2026-01-02,1815,A,71,6.1NRT,301.54,9.49,D
-1.65794,-45.98808,333.52,1.02,1.01,2026-01-02,1815,A,85,6.1NRT,301.84,24.69,D
-1.65924,-45.99694,321.42,1.02,1.01,2026-01-02,1815,A,73,6.1NRT,302.59,9.44,D
-1.86848,-47.42454,360.51,1.02,1.01,2026-01-02,1815,A,100,6.1NRT,297.68,84.09,D
-1.59982,-45.77829,318.68,1.03,1.01,2026-01-02,1815,A,68,6.1NRT,298.77,10.25,D
-1.69396,-46.55331,347.84,1,1,2026-01-02,1815,A,94,6.1NRT,301.07,49.84,D
-1.69523,-46.56203,349.84,1,1,2026-01-02,1815,A,95,6.1NRT,302.37,54.52,D
-1.56046,-45.82646,322.68,1.03,1.01,2026-01-02,1815,A,74,6.1NRT,298.75,14.13,D
-2.14372,-50.16945,312.11,1.37,1.16,2026-01-02,1815,A,61,6.1NRT,295.69,8.73,D
-1.63326,-46.77349,317.07,1,1,2026-01-02,1815,A,33,6.1NRT,300.24,6.71,D
-1.70632,-47.2715,317.07,1.01,1,2026-01-02,1815,A,67,6.1NRT,298.83,8.53,D
-1.70761,-47.28029,313.99,1.01,1,2026-01-02,1815,A,58,6.1NRT,298.21,5.88,D
-1.68465,-47.18504,314.91,1.01,1,2026-01-02,1815,A,62,6.1NRT,299.39,6.04,D
-1.7824,-47.85103,333.84,1.04,1.02,2026-01-02,1815,A,86,6.1NRT,299.06,28.42,D
-1.64,-46.94166,326.13,1,1,2026-01-02,1815,A,79,6.1NRT,301.4,16.89,D
-1.45459,-45.73866,328.53,1.03,1.02,2026-01-02,1815,A,81,6.1NRT,299.38,19.26,D
-1.45591,-45.74765,322.53,1.03,1.01,2026-01-02,1815,A,70,6.1NRT,297.8,12.11,D
-1.43321,-45.77854,317.09,1.03,1.01,2026-01-02,1815,A,65,6.1NRT,300.83,6.7,D
-1.43454,-45.78751,319.21,1.03,1.01,2026-01-02,1815,A,69,6.1NRT,301.46,8.82,D
-1.41689,-45.85997,324.02,1.03,1.01,2026-01-02,1815,A,76,6.1NRT,299.4,15.92,D
-1.4221,-45.89566,319.59,1.02,1.01,2026-01-02,1815,A,64,6.1NRT,299.71,9.89,D
-1.8442,-48.76719,314.69,1.12,1.06,2026-01-02,1815,A,66,6.1NRT,298.7,8.5,D
-1.52415,-46.77753,333,1,1,2026-01-02,1815,A,85,6.1NRT,298.65,26.92,D
-1.53215,-46.9544,313.73,1,1,2026-01-02,1815,A,40,6.1NRT,299.43,5.28,D
-1.46719,-46.57221,322.2,1,1,2026-01-02,1815,A,74,6.1NRT,299.24,13.3,D
-1.53121,-47.07043,322.46,1,1,2026-01-02,1815,A,75,6.1NRT,300.1,12.42,D
-1.60182,-47.55412,316.24,1.02,1.01,2026-01-02,1815,A,66,6.1NRT,298.69,7.81,D
-1.60312,-47.56299,325.87,1.02,1.01,2026-01-02,1815,A,79,6.1NRT,298.73,17.85,D
-1.59298,-47.55542,316.43,1.02,1.01,2026-01-02,1815,A,67,6.1NRT,299.35,7.63,D
-1.59427,-47.56429,336.57,1.02,1.01,2026-01-02,1815,A,88,6.1NRT,299.56,32.05,D
-1.40103,-46.30502,314.17,1.01,1,2026-01-02,1815,A,58,6.1NRT,299.64,5.81,D
-1.50984,-47.04681,315.66,1,1,2026-01-02,1815,A,63,6.1NRT,298.76,6.94,D
-1.40599,-46.60561,337.75,1,1,2026-01-02,1815,A,88,6.1NRT,300.22,31.81,D
-1.466,-47.01514,349.68,1,1,2026-01-02,1815,A,95,6.1NRT,299.29,54.6,D
-2.33151,-52.91498,308.72,2.24,1.45,2026-01-02,1815,A,55,6.1NRT,293.79,14.12,D
-1.45723,-47.01643,351.26,1,1,2026-01-02,1815,A,96,6.1NRT,299.32,57.72,D
-1.45851,-47.02515,314.2,1,1,2026-01-02,1815,A,36,6.1NRT,298.9,4.68,D
-1.4649,-47.06878,324.33,1,1,2026-01-02,1815,A,77,6.1NRT,299.7,14.08,D
-1.48411,-47.1999,316.25,1.01,1,2026-01-02,1815,A,65,6.1NRT,301.54,7.13,D
-1.3125,-46.09071,318.77,1.02,1.01,2026-01-02,1815,A,69,6.1NRT,298.45,9.82,D
-1.42676,-46.86955,323.8,1,1,2026-01-02,1815,A,77,6.1NRT,300.35,13.17,D
-2.454,-53.94702,306.08,2.74,1.58,2026-01-02,1815,A,32,6.1NRT,290.64,13.58,D
-2.48877,-54.18941,307.36,2.87,1.62,2026-01-02,1815,A,26,6.1NRT,289.58,17.54,D
-1.41051,-46.88084,332.42,1,1,2026-01-02,1815,A,85,6.1NRT,301.68,23.44,D
-1.48083,-47.36174,320.52,1.01,1,2026-01-02,1815,A,73,6.1NRT,295.39,12,D
-1.48212,-47.37053,312.94,1.01,1,2026-01-02,1815,A,52,6.1NRT,294.66,5.23,D
-1.39337,-47.08508,346.55,1,1,2026-01-02,1815,A,93,6.1NRT,302.91,46.8,D
-1.39465,-47.09381,336,1,1,2026-01-02,1815,A,87,6.1NRT,301.59,28.93,D
-1.23384,-46.18024,320.77,1.01,1.01,2026-01-02,1815,A,72,6.1NRT,299.76,12.1,D
-1.40421,-47.34286,315.62,1.01,1,2026-01-02,1815,A,64,6.1NRT,298.44,6.43,D
-1.23279,-46.23441,319.24,1.01,1,2026-01-02,1815,A,70,6.1NRT,298.79,10.3,D
-1.33658,-46.94199,314.56,1,1,2026-01-02,1815,A,61,6.1NRT,300.26,5.8,D
-1.22399,-46.23569,344.1,1.01,1,2026-01-02,1815,A,92,6.1NRT,300.52,44.09,D
-1.25129,-46.48251,341.11,1,1,2026-01-02,1815,A,90,6.1NRT,299.39,38.96,D
-1.25258,-46.49125,315.19,1,1,2026-01-02,1815,A,44,6.1NRT,298.74,7.22,D
-1.20453,-46.30804,317.89,1.01,1,2026-01-02,1815,A,64,6.1NRT,299.82,9.45,D
-1.27738,-46.80596,329.68,1,1,2026-01-02,1815,A,82,6.1NRT,298.69,22.55,D
-1.27866,-46.81467,310.91,1,1,2026-01-02,1815,A,32,6.1NRT,296.82,4.45,D
-1.2739,-46.90434,353.48,1,1,2026-01-02,1815,A,97,6.1NRT,301.5,61.75,D
-1.27518,-46.91305,348.16,1,1,2026-01-02,1815,A,94,6.1NRT,301.14,50.41,D
-1.26514,-46.90563,318.26,1,1,2026-01-02,1815,A,58,6.1NRT,300.49,7.8,D
-1.26641,-46.91434,319.45,1,1,2026-01-02,1815,A,66,6.1NRT,300.98,8.89,D
-1.24744,-46.84595,343.35,1,1,2026-01-02,1815,A,92,6.1NRT,296.74,43.53,D
-1.24872,-46.85466,338.21,1,1,2026-01-02,1815,A,84,6.1NRT,297.49,35.07,D
-1.24761,-46.90821,315.49,1,1,2026-01-02,1815,A,22,6.1NRT,300.18,4.82,D
-1.24889,-46.91692,317.84,1,1,2026-01-02,1815,A,53,6.1NRT,300.18,7.08,D
-1.21112,-46.84241,349.87,1,1,2026-01-02,1815,A,95,6.1NRT,299.79,55.1,D
-1.29288,-47.40164,315.1,1.01,1,2026-01-02,1815,A,63,6.1NRT,299.95,5.92,D
-1.29417,-47.41044,320.61,1.01,1,2026-01-02,1815,A,73,6.1NRT,299.46,11.49,D
-1.21003,-46.97282,321.42,1,1,2026-01-02,1815,A,74,6.1NRT,302.04,10.88,D
-1.12593,-46.45956,315.51,1,1,2026-01-02,1815,A,56,6.1NRT,295.4,8.53,D
-1.10689,-46.39079,334.3,1.01,1,2026-01-02,1815,A,86,6.1NRT,297.07,30.57,D
-1.11861,-46.53211,314.29,1,1,2026-01-02,1815,A,60,6.1NRT,299.59,6.7,D
-1.27008,-47.62727,315.32,1.02,1.01,2026-01-02,1815,A,63,6.1NRT,298.75,6.65,D
-2.14779,-53.72578,314.36,2.6,1.55,2026-01-02,1815,A,68,6.1NRT,296.14,22.51,D
-1.14214,-46.87602,356.41,1,1,2026-01-02,1815,A,98,6.1NRT,299.72,71.03,D
-1.22143,-47.41788,314.69,1.01,1,2026-01-02,1815,A,40,6.1NRT,299.78,5,D
-1.22272,-47.42668,333.61,1.01,1,2026-01-02,1815,A,86,6.1NRT,301.97,26.66,D
-1.21391,-47.42797,314.27,1.01,1,2026-01-02,1815,A,54,6.1NRT,299.29,5.28,D
-1.15156,-47.12397,323.91,1,1,2026-01-02,1815,A,77,6.1NRT,298.95,14.61,D
-1.15284,-47.13271,323.15,1,1,2026-01-02,1815,A,76,6.1NRT,296.62,13.75,D
-1.09956,-46.8533,313.73,1,1,2026-01-02,1815,A,37,6.1NRT,299.23,4.92,D
-1.20948,-47.72439,313.63,1.02,1.01,2026-01-02,1815,A,30,6.1NRT,298.06,6.39,D
-1.21997,-47.79581,311.87,1.03,1.01,2026-01-02,1815,A,30,6.1NRT,298.49,4.94,D
-1.10665,-47.14605,321.48,1,1,2026-01-02,1815,A,74,6.1NRT,299.19,13.26,D
-2.26591,-55.1856,310.32,3.43,1.74,2026-01-02,1815,A,0,6.1NRT,293.78,30.19,D
-2.33716,-55.68201,331.99,3.78,1.82,2026-01-02,1815,A,85,6.1NRT,294.12,182.2,D
-2.34184,-55.7147,341.8,3.8,1.82,2026-01-02,1815,A,91,6.1NRT,294.51,288.83,D
-2.08752,-54.24649,314.55,2.86,1.61,2026-01-02,1815,A,63,6.1NRT,296.11,29.73,D
-2.09101,-54.27132,316.23,2.87,1.62,2026-01-02,1815,A,66,6.1NRT,296.17,35.56,D
-1.10626,-47.45031,324.15,1.01,1,2026-01-02,1815,A,78,6.1NRT,299.98,15.54,D
-1.11782,-47.52959,332.66,1.01,1.01,2026-01-02,1815,A,85,6.1NRT,300.35,26.32,D
-2.32823,-55.68751,333.09,3.78,1.82,2026-01-02,1815,A,86,6.1NRT,294.2,190.86,D
-2.33312,-55.72012,328.95,3.8,1.82,2026-01-02,1815,A,83,6.1NRT,294.33,155.52,D
-1.12534,-47.71519,317.95,1.02,1.01,2026-01-02,1815,A,69,6.1NRT,299.31,9.27,D
-2.08366,-54.25158,317.33,2.86,1.61,2026-01-02,1815,A,66,6.1NRT,296.31,40.04,D
-2.08733,-54.27639,313.55,2.87,1.62,2026-01-02,1815,A,55,6.1NRT,296.18,24.91,D
-1.34888,-49.35957,356.25,1.19,1.09,2026-01-02,1815,A,98,6.1NRT,300.75,86.14,D
-1.35041,-49.36995,335.21,1.19,1.09,2026-01-02,1815,A,81,6.1NRT,298.98,33.4,D
-1.33785,-49.35062,323.88,1.19,1.09,2026-01-02,1815,A,72,6.1NRT,299.69,15.36,D
-1.33937,-49.36098,366.64,1.19,1.09,2026-01-02,1815,A,100,6.1NRT,302.32,125.93,D
-1.34089,-49.37135,328.62,1.19,1.09,2026-01-02,1815,A,76,6.1NRT,298.13,23.95,D
-1.02747,-47.5396,368.7,1.01,1.01,2026-01-02,1815,A,100,6.1NRT,300.46,106.77,D
-1.02876,-47.54841,317.23,1.01,1.01,2026-01-02,1815,A,69,6.1NRT,299.27,8.16,D
-1.09229,-47.98548,314.56,1.04,1.02,2026-01-02,1815,A,41,6.1NRT,299.26,6.25,D
-1.0936,-47.99451,349.93,1.04,1.02,2026-01-02,1815,A,95,6.1NRT,300.86,58.47,D
-1.05205,-47.78709,358.58,1.02,1.01,2026-01-02,1815,A,99,6.1NRT,300.61,78.93,D
-1.05337,-47.79601,328.68,1.02,1.01,2026-01-02,1815,A,82,6.1NRT,299.69,21.47,D
-1.08117,-47.98439,334.26,1.04,1.02,2026-01-02,1815,A,86,6.1NRT,298.32,29.88,D
-1.0825,-47.99341,322.02,1.04,1.02,2026-01-02,1815,A,75,6.1NRT,299.73,14.35,D
-1.02416,-47.78207,344.91,1.02,1.01,2026-01-02,1815,A,93,6.1NRT,301.03,46.47,D
-1.0153,-47.78336,343.89,1.02,1.01,2026-01-02,1815,A,92,6.1NRT,299.23,44.91,D
-1.95203,-54.2771,312.58,2.86,1.61,2026-01-02,1815,A,38,6.1NRT,292.45,20.39,D
-1.13393,-48.78515,313.04,1.11,1.05,2026-01-02,1815,A,61,6.1NRT,296.75,7.04,D
-0.90056,-47.38194,313.14,1.01,1,2026-01-02,1815,A,61,6.1NRT,298.2,7.62,D
-0.91218,-47.46092,325.63,1.01,1,2026-01-02,1815,A,79,6.1NRT,298.85,18.37,D
-0.87378,-47.26072,321.13,1,1,2026-01-02,1815,A,75,6.1NRT,300.79,12.96,D
-0.89269,-47.63482,312.52,1.02,1.01,2026-01-02,1815,A,58,6.1NRT,297.62,6.5,D
-0.89398,-47.64367,340.14,1.02,1.01,2026-01-02,1815,A,90,6.1NRT,299.56,40,D
-0.91112,-47.82261,315.16,1.02,1.01,2026-01-02,1815,A,60,6.1NRT,299.82,6.89,D
-1.05969,-48.84109,318.29,1.11,1.05,2026-01-02,1815,A,38,6.1NRT,299.39,8.58,D
-1.8179,-54.17649,315.96,2.79,1.6,2026-01-02,1815,A,60,6.1NRT,292.63,36.01,D
-0.94887,-48.26988,311.36,1.06,1.03,2026-01-02,1815,A,48,6.1NRT,297.7,5.33,D
-0.85982,-47.73669,318.52,1.02,1.01,2026-01-02,1815,A,71,6.1NRT,295.68,11.12,D
-1.82634,-54.18211,317.12,2.79,1.6,2026-01-02,1815,A,63,6.1NRT,294.02,40.29,D
-1.02014,-48.88335,316.69,1.12,1.05,2026-01-02,1815,A,40,6.1NRT,298.69,9.4,D
-0.74386,-47.37575,318.01,1.01,1,2026-01-02,1815,A,70,6.1NRT,296.05,11.98,D
-1.67777,-53.93789,316.42,2.65,1.56,2026-01-02,1815,A,70,6.1NRT,293.4,41.94,D
-1.68482,-53.94161,311.02,2.65,1.56,2026-01-02,1815,A,48,6.1NRT,293.18,23.31,D
-0.83907,-48.78714,319.15,1.1,1.05,2026-01-02,1815,A,16,6.1NRT,301.86,8.17,D
-0.82883,-48.77567,336.48,1.1,1.05,2026-01-02,1815,A,76,6.1NRT,303.43,28.66,D
-0.83026,-48.78525,364.52,1.1,1.05,2026-01-02,1815,A,75,6.1NRT,305.3,99.67,D
-0.83168,-48.79484,330.35,1.1,1.05,2026-01-02,1815,A,0,6.1NRT,302.56,20.59,D
-0.81683,-48.75787,340.88,1.1,1.05,2026-01-02,1815,A,91,6.1NRT,301.88,38.05,D
-0.81825,-48.76743,350.48,1.1,1.05,2026-01-02,1815,A,95,6.1NRT,307.51,59.28,D
-0.81967,-48.77701,344.63,1.1,1.05,2026-01-02,1815,A,93,6.1NRT,305.93,45.04,D
-0.82109,-48.78659,340.3,1.1,1.05,2026-01-02,1815,A,90,6.1NRT,303.67,37.71,D
-0.82251,-48.79618,318.57,1.1,1.05,2026-01-02,1815,A,36,6.1NRT,301.43,7,D
-1.33554,-53.55504,326.37,2.44,1.51,2026-01-02,1815,A,82,6.1NRT,295.15,65.91,D
-1.33822,-53.56124,320.88,2.44,1.51,2026-01-02,1815,A,67,6.1NRT,294.69,46.53,D
-1.27372,-53.48698,315.63,2.4,1.49,2026-01-02,1815,A,41,6.1NRT,296.29,30.11,D
-1.482,-55.13792,315.15,3.3,1.72,2026-01-02,1815,A,69,6.1NRT,295.34,44.48,D
-1.47935,-55.11378,311.04,3.28,1.71,2026-01-02,1815,A,60,6.1NRT,295.01,28.45,D
-1.48364,-55.1425,313.49,3.3,1.72,2026-01-02,1815,A,67,6.1NRT,295.34,38.28,D
-1.16941,-53.67641,311.19,2.48,1.52,2026-01-02,1815,A,58,6.1NRT,295.23,21.2,D
-0.35403,-48.43811,312.53,1.06,1.03,2026-01-02,1815,A,58,6.1NRT,297.38,6.52,D
-1.09965,-54.17934,309.68,2.71,1.58,2026-01-02,1815,A,54,6.1NRT,293.92,22.17,D
-0.69243,-51.70632,311.04,1.68,1.28,2026-01-02,1815,A,61,6.1NRT,297.68,9.52,D
-0.73823,-52.41545,314.7,1.92,1.35,2026-01-02,1815,A,69,6.1NRT,296.34,20.46,D
-0.74064,-52.43207,315.57,1.93,1.36,2026-01-02,1815,A,71,6.1NRT,296.47,22.73,D
-0.61656,-52.42838,311.52,1.91,1.35,2026-01-02,1815,A,64,6.1NRT,296.03,16.36,D
-0.46876,-51.82644,315.53,1.71,1.28,2026-01-02,1815,A,58,6.1NRT,297.67,14.64,D
-0.47091,-51.84128,312.82,1.71,1.28,2026-01-02,1815,A,48,6.1NRT,297.64,11.15,D
-0.09204,-51.283,320.73,1.53,1.22,2026-01-02,1815,A,72,6.1NRT,297.33,22.31,D
-0.09642,-51.27549,317.11,1.53,1.22,2026-01-02,1815,A,0,6.1NRT,297.46,16.9,D
-0.09844,-51.28877,312.91,1.53,1.22,2026-01-02,1815,A,53,6.1NRT,297.33,10.23,D
0.18329,-50.99916,316.2,1.45,1.19,2026-01-02,1815,A,40,6.1NRT,299.88,11.59,D
-33.88248,23.54567,310.12,1.74,1.29,2026-01-02,1929,T,79,6.1NRT,288.43,23.49,N
-33.88414,23.52704,320.27,1.75,1.3,2026-01-02,1929,T,100,6.1NRT,288.92,43.11,N
-33.86945,23.56115,366.4,1.74,1.29,2026-01-02,1929,T,100,6.1NRT,292.71,235.23,N
-33.87109,23.54258,390.41,1.74,1.29,2026-01-02,1929,T,100,6.1NRT,295.61,451.81,N
-33.87275,23.52367,323.14,1.75,1.3,2026-01-02,1929,T,100,6.1NRT,290.08,48.08,N
-33.85792,23.55966,317.71,1.74,1.29,2026-01-02,1929,T,89,6.1NRT,289.41,34.81,N
-33.87232,23.55643,372.63,1.74,1.29,2026-01-02,1929,T,100,6.1NRT,294.51,280.52,N
-33.8741,23.53765,362.68,1.74,1.29,2026-01-02,1929,T,100,6.1NRT,293.76,209.92,N
-33.85914,23.5726,307.59,1.73,1.29,2026-01-02,1929,T,72,6.1NRT,288.42,19.53,N
-33.8609,23.55392,314.5,1.74,1.29,2026-01-02,1929,T,89,6.1NRT,289.22,30.12,N
-33.84759,23.57146,316.48,1.73,1.29,2026-01-02,1929,T,93,6.1NRT,289.03,34.02,N
-33.84939,23.55226,321.24,1.74,1.29,2026-01-02,1929,T,100,6.1NRT,289.87,42.94,N
-31.31414,29.94074,303.51,1.02,1.01,2026-01-02,1929,T,55,6.1NRT,291.56,5.25,N
-31.27301,29.52749,300.04,1.01,1,2026-01-02,1929,T,10,6.1NRT,288.7,4.94,N
-31.99113,18.79013,306.99,3.47,1.75,2026-01-02,1929,T,70,6.1NRT,294.76,42.63,N
8.7982,21.84891,308.84,1.1,1.04,2026-01-02,1940,T,76,6.1NRT,291.52,10.01,N
8.68989,20.83463,311.67,1.02,1.01,2026-01-02,1940,T,83,6.1NRT,292.25,10.79,N
8.68867,20.82566,306.81,1.02,1.01,2026-01-02,1940,T,69,6.1NRT,291.62,7.2,N
9.07216,23.65659,300.13,1.4,1.17,2026-01-02,1940,T,10,6.1NRT,287.69,5.96,N
8.8939,22.21701,307.4,1.14,1.06,2026-01-02,1940,T,71,6.1NRT,291.62,8.6,N
8.90457,22.22581,319.62,1.14,1.07,2026-01-02,1940,T,99,6.1NRT,292.88,19.64,N
8.90323,22.21575,329.05,1.14,1.06,2026-01-02,1940,T,100,6.1NRT,293,32.34,N
9.07652,23.37303,305.94,1.34,1.15,2026-01-02,1940,T,64,6.1NRT,289.32,9.87,N
9.07494,23.3611,305.16,1.34,1.15,2026-01-02,1940,T,61,6.1NRT,289.58,9.59,N
8.87147,21.83883,318.45,1.1,1.04,2026-01-02,1940,T,97,6.1NRT,292.74,18.66,N
8.82383,21.48697,317.56,1.06,1.03,2026-01-02,1940,T,95,6.1NRT,293.65,16.34,N
8.82256,21.47764,315.37,1.06,1.03,2026-01-02,1940,T,91,6.1NRT,292.68,14.24,N
8.7206,20.72993,317.11,1.01,1.01,2026-01-02,1940,T,94,6.1NRT,292.07,15.11,N
8.93396,22.23214,305.11,1.14,1.07,2026-01-02,1940,T,36,6.1NRT,292.75,6.52,N
8.72942,20.72868,311.61,1.01,1.01,2026-01-02,1940,T,83,6.1NRT,291.51,10.76,N
8.72819,20.71975,306.03,1.01,1.01,2026-01-02,1940,T,67,6.1NRT,290.99,6.72,N
8.93944,22.22557,306.98,1.14,1.07,2026-01-02,1940,T,70,6.1NRT,291.87,9.47,N
9.09862,23.38821,302.45,1.34,1.15,2026-01-02,1940,T,24,6.1NRT,291.35,6.25,N
9.1294,23.46844,300.11,1.36,1.16,2026-01-02,1940,T,17,6.1NRT,288.16,5.09,N
7.93434,14.98863,304.23,1.82,1.32,2026-01-02,1940,T,59,6.1NRT,294.04,11.97,N
9.11975,23.3138,303.14,1.33,1.14,2026-01-02,1940,T,24,6.1NRT,292.03,6.93,N
9.11826,23.30227,303.21,1.33,1.14,2026-01-02,1940,T,32,6.1NRT,290.49,7.14,N
8.9835,22.27101,304.37,1.15,1.07,2026-01-02,1940,T,60,6.1NRT,293.4,6.76,N
8.81459,20.87524,309.1,1.02,1.01,2026-01-02,1940,T,76,6.1NRT,291.64,8.23,N
8.81141,20.72021,304.98,1.01,1.01,2026-01-02,1940,T,59,6.1NRT,294.2,5.62,N
8.81019,20.71129,310.53,1.01,1.01,2026-01-02,1940,T,80,6.1NRT,292.21,9.63,N
9.03441,22.24731,306.05,1.15,1.07,2026-01-02,1940,T,67,6.1NRT,293.9,6.93,N
8.94029,21.39202,319.68,1.06,1.03,2026-01-02,1940,T,99,6.1NRT,292.37,18.11,N
9.3709,23.67375,311.68,1.42,1.18,2026-01-02,1940,T,83,6.1NRT,294.09,15.17,N
9.3829,23.68522,316.36,1.42,1.18,2026-01-02,1940,T,93,6.1NRT,293.74,21.84,N
10.19989,30.0541,305.22,4.64,1.97,2026-01-02,1940,T,63,6.1NRT,291.03,56.94,N
8.00442,12.73589,300.24,2.75,1.59,2026-01-02,1940,T,22,6.1NRT,289.97,14.55,N
9.27464,21.00154,306.3,1.03,1.02,2026-01-02,1940,T,68,6.1NRT,289.86,7.24,N
